albumTitle,artistName,releaseDate
Album_1497,Artist_1497,2004-08-02
Album_1498,Artist_1498,2001-10-29
Album_1499,Artist_1499,2016-02-14
Album_1500,Artist_1500,2003-07-29
Album_1501,Artist_1501,2012-06-29
Album_1502,Artist_1502,2009-05-10
Album_1503,Artist_1503,2009-10-16
Album_1504,Artist_1504,2022-08-18
Album_1505,Artist_1505,2019-11-30
Album_1506,Artist_1506,2019-07-10
Album_1507,Artist_1507,2012-03-10
Album_1508,Artist_1508,2009-02-24
Album_1509,Artist_1509,2004-12-29
Album_1510,Artist_1510,2017-01-28
Album_1511,Artist_1511,2007-10-16
Album_1512,Artist_1512,2001-01-26
Album_1513,Artist_1513,2004-06-05
Album_1514,Artist_1514,2021-02-13
Album_1515,Artist_1515,2007-05-23
Album_1516,Artist_1516,2009-05-04
Album_1517,Artist_1517,2006-02-27
Album_1518,Artist_1518,2019-09-15
Album_1519,Artist_1519,2005-09-23
Album_1520,Artist_1520,2003-10-24
Album_1521,Artist_1521,2011-11-13
Album_1522,Artist_1522,2001-09-24
Album_1523,Artist_1523,2023-12-08
Album_1524,Artist_1524,2004-04-27
Album_1525,Artist_1525,2018-09-20
Album_1526,Artist_1526,2014-06-01
Album_1527,Artist_1527,2016-09-08
Album_1528,Artist_1528,2011-08-09
Album_1529,Artist_1529,2023-10-31
Album_1530,Artist_1530,2005-10-04
Album_1531,Artist_1531,2008-09-01
Album_1532,Artist_1532,2005-02-04
Album_1533,Artist_1533,2019-05-10
Album_1534,Artist_1534,2004-06-18
Album_1535,Artist_1535,2001-04-20
Album_1536,Artist_1536,2020-04-27
Album_1537,Artist_1537,2015-06-06
Album_1538,Artist_1538,2016-02-23
Album_1539,Artist_1539,2021-10-20
Album_1540,Artist_1540,2022-08-19
Album_1541,Artist_1541,2022-04-02
Album_1542,Artist_1542,2019-03-03
Album_1543,Artist_1543,2011-10-10
Album_1544,Artist_1544,2014-11-15
Album_1545,Artist_1545,2013-02-16
Album_1546,Artist_1546,2002-08-22
Album_1547,Artist_1547,2017-09-06
Album_1548,Artist_1548,2013-11-03
Album_1549,Artist_1549,2011-08-25
Album_1550,Artist_1550,2003-07-15
Album_1551,Artist_1551,2016-01-16
Album_1552,Artist_1552,2003-05-24
Album_1553,Artist_1553,2011-11-03
Album_1554,Artist_1554,2012-04-25
Album_1555,Artist_1555,2013-10-14
Album_1556,Artist_1556,2003-11-19
Album_1557,Artist_1557,2019-07-12
Album_1558,Artist_1558,2011-07-28
Album_1559,Artist_1559,2019-08-01
Album_1560,Artist_1560,2010-11-27
Album_1561,Artist_1561,2000-05-11
Album_1562,Artist_1562,2017-10-22
Album_1563,Artist_1563,2000-03-20
Album_1564,Artist_1564,2001-09-10
Album_1565,Artist_1565,2010-09-22
Album_1566,Artist_1566,2006-06-25
Album_1567,Artist_1567,2000-10-08
Album_1568,Artist_1568,2018-08-12
Album_1569,Artist_1569,2015-07-08
Album_1570,Artist_1570,2000-09-28
Album_1571,Artist_1571,2012-05-25
Album_1572,Artist_1572,2003-09-30
Album_1573,Artist_1573,2016-03-18
Album_1574,Artist_1574,2010-07-14
Album_1575,Artist_1575,2019-01-15
Album_1576,Artist_1576,2017-01-25
Album_1577,Artist_1577,2011-04-21
Album_1578,Artist_1578,2005-04-21
Album_1579,Artist_1579,2007-04-13
Album_1580,Artist_1580,2011-07-24
Album_1581,Artist_1581,2012-08-16
Album_1582,Artist_1582,2000-01-27
Album_1583,Artist_1583,2022-08-09
Album_1584,Artist_1584,2012-11-01
Album_1585,Artist_1585,2008-08-12
Album_1586,Artist_1586,2022-06-03
Album_1587,Artist_1587,2020-11-03
Album_1588,Artist_1588,2000-02-21
Album_1589,Artist_1589,2003-03-26
Album_1590,Artist_1590,2008-09-29
Album_1591,Artist_1591,2014-10-26
Album_1592,Artist_1592,2022-09-20
Album_1593,Artist_1593,2019-12-21
Album_1594,Artist_1594,2007-05-13
Album_1595,Artist_1595,2011-02-19
Album_1596,Artist_1596,2012-06-03
Album_1597,Artist_1597,2016-05-04
Album_1598,Artist_1598,2006-04-30
Album_1599,Artist_1599,2011-10-26
Album_1600,Artist_1600,2020-09-30
Album_1601,Artist_1601,2015-12-04
Album_1602,Artist_1602,2006-08-24
Album_1603,Artist_1603,2019-10-08
Album_1604,Artist_1604,2006-06-30
Album_1605,Artist_1605,2008-07-16
Album_1606,Artist_1606,2023-12-29
Album_1607,Artist_1607,2005-11-17
Album_1608,Artist_1608,2007-01-08
Album_1609,Artist_1609,2021-11-20
Album_1610,Artist_1610,2017-03-16
Album_1611,Artist_1611,2001-05-15
Album_1612,Artist_1612,2009-01-25
Album_1613,Artist_1613,2013-09-10
Album_1614,Artist_1614,2023-01-05
Album_1615,Artist_1615,2010-12-08
Album_1616,Artist_1616,2007-06-13
Album_1617,Artist_1617,2000-02-29
Album_1618,Artist_1618,2004-01-16
Album_1619,Artist_1619,2006-04-21
Album_1620,Artist_1620,2016-08-10
Album_1621,Artist_1621,2008-09-27
Album_1622,Artist_1622,2004-05-30
Album_1623,Artist_1623,2012-02-16
Album_1624,Artist_1624,2005-07-30
Album_1625,Artist_1625,2010-07-18
Album_1626,Artist_1626,2016-03-03
Album_1627,Artist_1627,2001-05-12
Album_1628,Artist_1628,2022-09-22
Album_1629,Artist_1629,2020-10-22
Album_1630,Artist_1630,2018-06-09
Album_1631,Artist_1631,2016-11-19
Album_1632,Artist_1632,2007-04-01
Album_1633,Artist_1633,2010-10-17
Album_1634,Artist_1634,2002-08-03
Album_1635,Artist_1635,2023-11-15
Album_1636,Artist_1636,2014-04-15
Album_1637,Artist_1637,2012-08-25
Album_1638,Artist_1638,2004-08-11
Album_1639,Artist_1639,2007-10-31
Album_1640,Artist_1640,2010-08-18
Album_1641,Artist_1641,2013-03-08
Album_1642,Artist_1642,2017-06-28
Album_1643,Artist_1643,2008-08-26
Album_1644,Artist_1644,2011-11-16
Album_1645,Artist_1645,2013-05-09
Album_1646,Artist_1646,2022-08-22
Album_1647,Artist_1647,2012-02-18
Album_1648,Artist_1648,2003-11-05
Album_1649,Artist_1649,2010-01-25
Album_1650,Artist_1650,2019-12-18
Album_1651,Artist_1651,2022-11-21
Album_1652,Artist_1652,2021-09-20
Album_1653,Artist_1653,2015-03-05
Album_1654,Artist_1654,2021-11-25
Album_1655,Artist_1655,2015-05-26
Album_1656,Artist_1656,2021-07-26
Album_1657,Artist_1657,2010-10-17
Album_1658,Artist_1658,2014-01-26
Album_1659,Artist_1659,2000-04-15
Album_1660,Artist_1660,2012-08-12
Album_1661,Artist_1661,2014-06-29
Album_1662,Artist_1662,2017-03-28
Album_1663,Artist_1663,2002-07-11
Album_1664,Artist_1664,2019-10-26
Album_1665,Artist_1665,2016-05-07
Album_1666,Artist_1666,2022-12-07
Album_1667,Artist_1667,2008-04-07
Album_1668,Artist_1668,2017-10-06
Album_1669,Artist_1669,2021-12-22
Album_1670,Artist_1670,2007-10-07
Album_1671,Artist_1671,2021-05-22
Album_1672,Artist_1672,2012-01-05
Album_1673,Artist_1673,2000-09-24
Album_1674,Artist_1674,2023-01-21
Album_1675,Artist_1675,2003-07-26
Album_1676,Artist_1676,2004-07-17
Album_1677,Artist_1677,2000-08-08
Album_1678,Artist_1678,2007-02-05
Album_1679,Artist_1679,2012-11-12
Album_1680,Artist_1680,2016-02-16
Album_1681,Artist_1681,2000-09-13
Album_1682,Artist_1682,2004-12-07
Album_1683,Artist_1683,2021-01-31
Album_1684,Artist_1684,2002-04-13
Album_1685,Artist_1685,2001-04-23
Album_1686,Artist_1686,2001-09-08
Album_1687,Artist_1687,2007-09-05
Album_1688,Artist_1688,2004-08-09
Album_1689,Artist_1689,2011-10-08
Album_1690,Artist_1690,2007-10-05
Album_1691,Artist_1691,2001-11-03
Album_1692,Artist_1692,2015-06-02
Album_1693,Artist_1693,2017-11-19
Album_1694,Artist_1694,2004-02-24
Album_1695,Artist_1695,2013-07-17
Album_1696,Artist_1696,2013-10-06
Album_1697,Artist_1697,2002-12-05
Album_1698,Artist_1698,2007-07-29
Album_1699,Artist_1699,2010-07-27
Album_1700,Artist_1700,2012-06-25
Album_1701,Artist_1701,2008-01-11
Album_1702,Artist_1702,2002-09-16
Album_1703,Artist_1703,2004-05-12
Album_1704,Artist_1704,2007-08-04
Album_1705,Artist_1705,2006-05-13
Album_1706,Artist_1706,2013-01-16
Album_1707,Artist_1707,2003-03-20
Album_1708,Artist_1708,2015-09-03
Album_1709,Artist_1709,2017-10-19
Album_1710,Artist_1710,2005-09-30
Album_1711,Artist_1711,2015-04-01
Album_1712,Artist_1712,2021-02-19
Album_1713,Artist_1713,2008-02-13
Album_1714,Artist_1714,2009-01-17
Album_1715,Artist_1715,2018-09-05
Album_1716,Artist_1716,2020-09-17
Album_1717,Artist_1717,2004-02-16
Album_1718,Artist_1718,2004-08-23
Album_1719,Artist_1719,2017-09-25
Album_1720,Artist_1720,2010-03-15
Album_1721,Artist_1721,2002-04-19
Album_1722,Artist_1722,2005-01-20
Album_1723,Artist_1723,2005-10-06
Album_1724,Artist_1724,2001-08-09
Album_1725,Artist_1725,2014-10-09
Album_1726,Artist_1726,2012-08-08
Album_1727,Artist_1727,2014-06-07
Album_1728,Artist_1728,2021-04-24
Album_1729,Artist_1729,2019-05-02
Album_1730,Artist_1730,2007-09-05
Album_1731,Artist_1731,2000-07-05
Album_1732,Artist_1732,2002-05-17
Album_1733,Artist_1733,2008-07-30
Album_1734,Artist_1734,2013-06-08
Album_1735,Artist_1735,2010-04-28
Album_1736,Artist_1736,2017-10-08
Album_1737,Artist_1737,2009-02-25
Album_1738,Artist_1738,2016-12-24
Album_1739,Artist_1739,2009-07-26
Album_1740,Artist_1740,2018-04-23
Album_1741,Artist_1741,2002-01-26
Album_1742,Artist_1742,2010-01-23
Album_1743,Artist_1743,2003-04-21
Album_1744,Artist_1744,2015-11-08
Album_1745,Artist_1745,2022-06-08
Album_1746,Artist_1746,2001-09-16
Album_1747,Artist_1747,2010-02-20
Album_1748,Artist_1748,2003-11-08
Album_1749,Artist_1749,2000-02-18
Album_1750,Artist_1750,2013-04-12
Album_1751,Artist_1751,2009-09-30
Album_1752,Artist_1752,2009-01-08
Album_1753,Artist_1753,2001-09-03
Album_1754,Artist_1754,2002-12-05
Album_1755,Artist_1755,2016-05-16
Album_1756,Artist_1756,2008-06-25
Album_1757,Artist_1757,2011-10-26
Album_1758,Artist_1758,2014-05-03
Album_1759,Artist_1759,2004-06-17
Album_1760,Artist_1760,2021-08-08
Album_1761,Artist_1761,2018-11-26
Album_1762,Artist_1762,2010-07-02
Album_1763,Artist_1763,2013-01-04
Album_1764,Artist_1764,2010-04-19
Album_1765,Artist_1765,2019-09-25
Album_1766,Artist_1766,2004-08-17
Album_1767,Artist_1767,2004-10-11
Album_1768,Artist_1768,2011-08-01
Album_1769,Artist_1769,2002-09-11
Album_1770,Artist_1770,2005-01-22
Album_1771,Artist_1771,2008-03-29
Album_1772,Artist_1772,2014-08-29
Album_1773,Artist_1773,2010-05-27
Album_1774,Artist_1774,2003-07-26
Album_1775,Artist_1775,2008-01-31
Album_1776,Artist_1776,2016-12-14
Album_1777,Artist_1777,2020-10-12
Album_1778,Artist_1778,2020-09-24
Album_1779,Artist_1779,2012-08-05
Album_1780,Artist_1780,2015-10-21
Album_1781,Artist_1781,2000-11-13
Album_1782,Artist_1782,2001-05-10
Album_1783,Artist_1783,2012-11-28
Album_1784,Artist_1784,2005-11-21
Album_1785,Artist_1785,2011-03-24
Album_1786,Artist_1786,2017-06-18
Album_1787,Artist_1787,2011-04-04
Album_1788,Artist_1788,2011-10-14
Album_1789,Artist_1789,2011-07-13
Album_1790,Artist_1790,2003-06-01
Album_1791,Artist_1791,2016-10-16
Album_1792,Artist_1792,2011-09-03
Album_1793,Artist_1793,2001-06-28
Album_1794,Artist_1794,2021-11-29
Album_1795,Artist_1795,2018-08-11
Album_1796,Artist_1796,2021-03-10
Album_1797,Artist_1797,2004-12-27
Album_1798,Artist_1798,2010-01-05
Album_1799,Artist_1799,2019-11-08
Album_1800,Artist_1800,2006-06-28
Album_1801,Artist_1801,2011-03-25
Album_1802,Artist_1802,2010-05-24
Album_1803,Artist_1803,2018-05-18
Album_1804,Artist_1804,2023-01-17
Album_1805,Artist_1805,2003-08-20
Album_1806,Artist_1806,2012-12-08
Album_1807,Artist_1807,2018-08-25
Album_1808,Artist_1808,2017-06-14
Album_1809,Artist_1809,2023-02-03
Album_1810,Artist_1810,2018-09-04
Album_1811,Artist_1811,2010-08-01
Album_1812,Artist_1812,2011-06-08
Album_1813,Artist_1813,2003-07-30
Album_1814,Artist_1814,2015-06-25
Album_1815,Artist_1815,2010-04-24
Album_1816,Artist_1816,2010-01-31
Album_1817,Artist_1817,2022-04-27
Album_1818,Artist_1818,2016-09-21
Album_1819,Artist_1819,2003-08-19
Album_1820,Artist_1820,2002-05-29
Album_1821,Artist_1821,2009-10-30
Album_1822,Artist_1822,2001-02-12
Album_1823,Artist_1823,2008-05-07
Album_1824,Artist_1824,2012-01-05
Album_1825,Artist_1825,2003-01-18
Album_1826,Artist_1826,2022-11-08
Album_1827,Artist_1827,2017-08-17
Album_1828,Artist_1828,2000-05-10
Album_1829,Artist_1829,2009-11-14
Album_1830,Artist_1830,2014-08-24
Album_1831,Artist_1831,2008-01-01
Album_1832,Artist_1832,2013-07-18
Album_1833,Artist_1833,2010-01-06
Album_1834,Artist_1834,2015-05-02
Album_1835,Artist_1835,2019-04-06
Album_1836,Artist_1836,2012-12-23
Album_1837,Artist_1837,2015-04-25
Album_1838,Artist_1838,2019-08-29
Album_1839,Artist_1839,2013-10-26
Album_1840,Artist_1840,2021-03-31
Album_1841,Artist_1841,2002-04-06
Album_1842,Artist_1842,2008-09-30
Album_1843,Artist_1843,2015-12-12
Album_1844,Artist_1844,2010-09-05
Album_1845,Artist_1845,2010-05-24
Album_1846,Artist_1846,2002-09-23
Album_1847,Artist_1847,2010-09-08
Album_1848,Artist_1848,2003-12-26
Album_1849,Artist_1849,2023-05-23
Album_1850,Artist_1850,2023-11-13
Album_1851,Artist_1851,2019-04-28
Album_1852,Artist_1852,2008-10-30
Album_1853,Artist_1853,2005-01-07
Album_1854,Artist_1854,2000-06-26
Album_1855,Artist_1855,2002-01-15
Album_1856,Artist_1856,2006-11-20
Album_1857,Artist_1857,2015-01-13
Album_1858,Artist_1858,2001-03-07
Album_1859,Artist_1859,2004-10-28
Album_1860,Artist_1860,2021-05-14
Album_1861,Artist_1861,2016-03-16
Album_1862,Artist_1862,2011-12-06
Album_1863,Artist_1863,2021-04-14
Album_1864,Artist_1864,2000-10-03
Album_1865,Artist_1865,2015-08-21
Album_1866,Artist_1866,2002-01-17
Album_1867,Artist_1867,2002-05-21
Album_1868,Artist_1868,2011-08-09
Album_1869,Artist_1869,2014-11-13
Album_1870,Artist_1870,2010-01-11
Album_1871,Artist_1871,2011-06-24
Album_1872,Artist_1872,2015-03-25
Album_1873,Artist_1873,2016-03-21
Album_1874,Artist_1874,2021-09-13
Album_1875,Artist_1875,2009-04-21
Album_1876,Artist_1876,2004-09-27
Album_1877,Artist_1877,2014-05-15
Album_1878,Artist_1878,2010-01-12
Album_1879,Artist_1879,2012-12-26
Album_1880,Artist_1880,2011-06-12
Album_1881,Artist_1881,2016-05-01
Album_1882,Artist_1882,2016-03-29
Album_1883,Artist_1883,2019-01-05
Album_1884,Artist_1884,2023-10-07
Album_1885,Artist_1885,2011-04-03
Album_1886,Artist_1886,2004-08-16
Album_1887,Artist_1887,2019-02-04
Album_1888,Artist_1888,2011-03-09
Album_1889,Artist_1889,2019-01-27
Album_1890,Artist_1890,2009-12-21
Album_1891,Artist_1891,2002-12-17
Album_1892,Artist_1892,2015-04-25
Album_1893,Artist_1893,2000-10-28
Album_1894,Artist_1894,2023-06-11
Album_1895,Artist_1895,2017-04-25
Album_1896,Artist_1896,2006-07-05
Album_1897,Artist_1897,2022-05-14
Album_1898,Artist_1898,2016-03-23
Album_1899,Artist_1899,2010-04-28
Album_1900,Artist_1900,2015-02-20
Album_1901,Artist_1901,2004-04-08
Album_1902,Artist_1902,2017-06-04
Album_1903,Artist_1903,2016-06-19
Album_1904,Artist_1904,2000-06-08
Album_1905,Artist_1905,2013-10-19
Album_1906,Artist_1906,2004-07-24
Album_1907,Artist_1907,2005-04-06
Album_1908,Artist_1908,2021-11-21
Album_1909,Artist_1909,2007-04-29
Album_1910,Artist_1910,2000-01-11
Album_1911,Artist_1911,2004-04-01
Album_1912,Artist_1912,2019-03-28
Album_1913,Artist_1913,2007-02-11
Album_1914,Artist_1914,2008-04-08
Album_1915,Artist_1915,2001-06-03
Album_1916,Artist_1916,2022-08-17
Album_1917,Artist_1917,2023-12-10
Album_1918,Artist_1918,2015-05-15
Album_1919,Artist_1919,2019-03-24
Album_1920,Artist_1920,2006-01-03
Album_1921,Artist_1921,2018-08-14
Album_1922,Artist_1922,2008-06-06
Album_1923,Artist_1923,2017-10-31
Album_1924,Artist_1924,2011-07-19
Album_1925,Artist_1925,2010-12-27
Album_1926,Artist_1926,2019-07-16
Album_1927,Artist_1927,2021-05-01
Album_1928,Artist_1928,2007-04-01
Album_1929,Artist_1929,2021-02-05
Album_1930,Artist_1930,2006-09-14
Album_1931,Artist_1931,2000-07-15
Album_1932,Artist_1932,2021-10-18
Album_1933,Artist_1933,2018-09-07
Album_1934,Artist_1934,2001-03-31
Album_1935,Artist_1935,2013-03-15
Album_1936,Artist_1936,2001-09-23
Album_1937,Artist_1937,2013-03-10
Album_1938,Artist_1938,2021-05-12
Album_1939,Artist_1939,2020-02-24
Album_1940,Artist_1940,2020-09-20
Album_1941,Artist_1941,2018-01-07
Album_1942,Artist_1942,2001-08-02
Album_1943,Artist_1943,2017-11-10
Album_1944,Artist_1944,2018-05-01
Album_1945,Artist_1945,2000-03-12
Album_1946,Artist_1946,2022-04-29
Album_1947,Artist_1947,2010-07-12
Album_1948,Artist_1948,2018-10-29
Album_1949,Artist_1949,2005-09-20
Album_1950,Artist_1950,2018-11-09
Album_1951,Artist_1951,2012-10-29
Album_1952,Artist_1952,2007-11-19
Album_1953,Artist_1953,2000-05-29
Album_1954,Artist_1954,2008-01-30
Album_1955,Artist_1955,2015-11-01
Album_1956,Artist_1956,2007-05-05
Album_1957,Artist_1957,2004-10-08
Album_1958,Artist_1958,2004-05-29
Album_1959,Artist_1959,2012-03-14
Album_1960,Artist_1960,2008-04-23
Album_1961,Artist_1961,2007-11-22
Album_1962,Artist_1962,2011-12-02
Album_1963,Artist_1963,2019-12-26
Album_1964,Artist_1964,2020-03-15
Album_1965,Artist_1965,2003-04-02
Album_1966,Artist_1966,2016-10-06
Album_1967,Artist_1967,2020-06-14
Album_1968,Artist_1968,2014-09-16
Album_1969,Artist_1969,2013-12-21
Album_1970,Artist_1970,2000-10-24
Album_1971,Artist_1971,2012-06-16
Album_1972,Artist_1972,2015-06-08
Album_1973,Artist_1973,2003-11-19
Album_1974,Artist_1974,2014-10-22
Album_1975,Artist_1975,2008-07-14
Album_1976,Artist_1976,2000-10-24
Album_1977,Artist_1977,2013-09-07
Album_1978,Artist_1978,2020-01-17
Album_1979,Artist_1979,2016-08-09
Album_1980,Artist_1980,2023-05-19
Album_1981,Artist_1981,2005-10-19
Album_1982,Artist_1982,2014-03-30
Album_1983,Artist_1983,2002-07-22
Album_1984,Artist_1984,2022-12-08
Album_1985,Artist_1985,2017-04-26
Album_1986,Artist_1986,2012-09-11
Album_1987,Artist_1987,2007-11-12
Album_1988,Artist_1988,2023-12-01
Album_1989,Artist_1989,2013-12-06
Album_1990,Artist_1990,2011-10-30
Album_1991,Artist_1991,2021-06-06
Album_1992,Artist_1992,2010-08-07
Album_1993,Artist_1993,2003-09-30
Album_1994,Artist_1994,2018-12-17
Album_1995,Artist_1995,2010-01-04
Album_1996,Artist_1996,2015-12-01
Album_1997,Artist_1997,2018-03-10
Album_1998,Artist_1998,2003-07-30
Album_1999,Artist_1999,2023-08-11
Album_2000,Artist_2000,2023-08-14
Album_2001,Artist_2001,2008-08-10
Album_2002,Artist_2002,2018-08-23
Album_2003,Artist_2003,2013-12-15
Album_2004,Artist_2004,2008-03-05
Album_2005,Artist_2005,2016-07-16
Album_2006,Artist_2006,2007-01-11
Album_2007,Artist_2007,2022-03-05
Album_2008,Artist_2008,2001-11-24
Album_2009,Artist_2009,2023-11-29
Album_2010,Artist_2010,2022-02-05
Album_2011,Artist_2011,2019-08-20
Album_2012,Artist_2012,2001-10-22
Album_2013,Artist_2013,2016-09-29
Album_2014,Artist_2014,2003-09-04
Album_2015,Artist_2015,2011-10-20
Album_2016,Artist_2016,2004-11-07
Album_2017,Artist_2017,2012-02-13
Album_2018,Artist_2018,2023-03-03
Album_2019,Artist_2019,2007-09-15
Album_2020,Artist_2020,2020-01-24
Album_2021,Artist_2021,2019-02-10
Album_2022,Artist_2022,2008-11-05
Album_2023,Artist_2023,2017-07-25
Album_2024,Artist_2024,2000-01-24
Album_2025,Artist_2025,2019-04-15
Album_2026,Artist_2026,2004-04-13
Album_2027,Artist_2027,2018-01-25
Album_2028,Artist_2028,2019-02-12
Album_2029,Artist_2029,2023-06-28
Album_2030,Artist_2030,2013-08-08
Album_2031,Artist_2031,2022-08-06
Album_2032,Artist_2032,2015-02-12
Album_2033,Artist_2033,2018-10-12
Album_2034,Artist_2034,2013-01-09
Album_2035,Artist_2035,2023-12-01
Album_2036,Artist_2036,2021-12-20
Album_2037,Artist_2037,2016-03-17
Album_2038,Artist_2038,2014-09-11
Album_2039,Artist_2039,2021-05-15
Album_2040,Artist_2040,2007-08-12
Album_2041,Artist_2041,2021-01-31
Album_2042,Artist_2042,2017-05-30
Album_2043,Artist_2043,2011-09-15
Album_2044,Artist_2044,2000-12-31
Album_2045,Artist_2045,2020-07-29
Album_2046,Artist_2046,2020-06-05
Album_2047,Artist_2047,2005-08-31
Album_2048,Artist_2048,2017-12-04
Album_2049,Artist_2049,2019-04-19
Album_2050,Artist_2050,2006-05-12
Album_2051,Artist_2051,2001-05-12
Album_2052,Artist_2052,2000-04-06
Album_2053,Artist_2053,2021-03-06
Album_2054,Artist_2054,2016-04-27
Album_2055,Artist_2055,2006-07-08
Album_2056,Artist_2056,2014-01-10
Album_2057,Artist_2057,2012-12-27
Album_2058,Artist_2058,2022-10-03
Album_2059,Artist_2059,2021-09-16
Album_2060,Artist_2060,2003-04-11
Album_2061,Artist_2061,2023-11-16
Album_2062,Artist_2062,2001-11-15
Album_2063,Artist_2063,2010-02-10
Album_2064,Artist_2064,2002-03-06
Album_2065,Artist_2065,2006-03-25
Album_2066,Artist_2066,2016-09-12
Album_2067,Artist_2067,2000-11-29
Album_2068,Artist_2068,2012-09-22
Album_2069,Artist_2069,2010-12-25
Album_2070,Artist_2070,2018-11-29
Album_2071,Artist_2071,2014-05-15
Album_2072,Artist_2072,2001-05-24
Album_2073,Artist_2073,2021-10-22
Album_2074,Artist_2074,2001-06-16
Album_2075,Artist_2075,2003-10-06
Album_2076,Artist_2076,2012-09-13
Album_2077,Artist_2077,2000-10-03
Album_2078,Artist_2078,2023-12-15
Album_2079,Artist_2079,2000-10-30
Album_2080,Artist_2080,2019-11-08
Album_2081,Artist_2081,2019-05-17
Album_2082,Artist_2082,2022-03-15
Album_2083,Artist_2083,2009-01-11
Album_2084,Artist_2084,2019-12-17
Album_2085,Artist_2085,2020-02-14
Album_2086,Artist_2086,2002-08-05
Album_2087,Artist_2087,2020-10-13
Album_2088,Artist_2088,2014-11-07
Album_2089,Artist_2089,2005-11-04
Album_2090,Artist_2090,2004-05-04
Album_2091,Artist_2091,2009-03-06
Album_2092,Artist_2092,2016-04-01
Album_2093,Artist_2093,2006-06-05
Album_2094,Artist_2094,2010-01-21
Album_2095,Artist_2095,2008-03-31
Album_2096,Artist_2096,2004-04-09
Album_2097,Artist_2097,2004-07-16
Album_2098,Artist_2098,2004-09-30
Album_2099,Artist_2099,2019-02-22
Album_2100,Artist_2100,2013-06-27
Album_2101,Artist_2101,2014-05-26
Album_2102,Artist_2102,2014-08-10
Album_2103,Artist_2103,2014-11-06
Album_2104,Artist_2104,2022-11-09
Album_2105,Artist_2105,2021-08-03
Album_2106,Artist_2106,2019-12-18
Album_2107,Artist_2107,2006-01-06
Album_2108,Artist_2108,2023-02-02
Album_2109,Artist_2109,2002-05-06
Album_2110,Artist_2110,2004-03-29
Album_2111,Artist_2111,2003-12-01
Album_2112,Artist_2112,2017-12-06
Album_2113,Artist_2113,2008-10-05
Album_2114,Artist_2114,2022-06-10
Album_2115,Artist_2115,2021-10-06
Album_2116,Artist_2116,2015-03-11
Album_2117,Artist_2117,2021-02-06
Album_2118,Artist_2118,2023-07-11
Album_2119,Artist_2119,2009-02-20
Album_2120,Artist_2120,2011-10-21
Album_2121,Artist_2121,2007-08-11
Album_2122,Artist_2122,2020-03-24
Album_2123,Artist_2123,2003-07-17
Album_2124,Artist_2124,2021-04-09
Album_2125,Artist_2125,2010-08-06
Album_2126,Artist_2126,2016-08-17
Album_2127,Artist_2127,2003-06-29
Album_2128,Artist_2128,2010-03-29
Album_2129,Artist_2129,2023-10-16
Album_2130,Artist_2130,2001-03-10
Album_2131,Artist_2131,2013-04-18
Album_2132,Artist_2132,2019-11-07
Album_2133,Artist_2133,2018-07-13
Album_2134,Artist_2134,2000-08-21
Album_2135,Artist_2135,2022-05-27
Album_2136,Artist_2136,2009-04-05
Album_2137,Artist_2137,2019-05-04
Album_2138,Artist_2138,2014-05-21
Album_2139,Artist_2139,2000-09-13
Album_2140,Artist_2140,2010-06-12
Album_2141,Artist_2141,2017-06-24
Album_2142,Artist_2142,2012-12-26
Album_2143,Artist_2143,2015-06-05
Album_2144,Artist_2144,2017-08-03
Album_2145,Artist_2145,2003-10-08
Album_2146,Artist_2146,2003-07-05
Album_2147,Artist_2147,2013-01-24
Album_2148,Artist_2148,2017-08-23
Album_2149,Artist_2149,2010-12-20
Album_2150,Artist_2150,2016-11-14
Album_2151,Artist_2151,2023-05-16
Album_2152,Artist_2152,2020-01-05
Album_2153,Artist_2153,2003-06-09
Album_2154,Artist_2154,2017-12-18
Album_2155,Artist_2155,2000-05-31
Album_2156,Artist_2156,2008-01-03
Album_2157,Artist_2157,2012-11-11
Album_2158,Artist_2158,2008-10-19
Album_2159,Artist_2159,2000-01-09
Album_2160,Artist_2160,2009-04-01
Album_2161,Artist_2161,2006-07-25
Album_2162,Artist_2162,2008-07-24
Album_2163,Artist_2163,2003-04-29
Album_2164,Artist_2164,2023-02-01
Album_2165,Artist_2165,2022-01-06
Album_2166,Artist_2166,2012-02-04
Album_2167,Artist_2167,2005-09-30
Album_2168,Artist_2168,2021-11-23
Album_2169,Artist_2169,2019-01-29
Album_2170,Artist_2170,2005-02-11
Album_2171,Artist_2171,2016-12-29
Album_2172,Artist_2172,2000-11-09
Album_2173,Artist_2173,2004-12-01
Album_2174,Artist_2174,2014-03-08
Album_2175,Artist_2175,2020-09-09
Album_2176,Artist_2176,2002-06-04
Album_2177,Artist_2177,2012-05-09
Album_2178,Artist_2178,2011-02-04
Album_2179,Artist_2179,2016-11-21
Album_2180,Artist_2180,2018-12-26
Album_2181,Artist_2181,2004-05-02
Album_2182,Artist_2182,2002-10-20
Album_2183,Artist_2183,2020-12-03
Album_2184,Artist_2184,2018-09-24
Album_2185,Artist_2185,2016-06-29
Album_2186,Artist_2186,2019-08-24
Album_2187,Artist_2187,2007-07-11
Album_2188,Artist_2188,2010-12-21
Album_2189,Artist_2189,2017-08-14
Album_2190,Artist_2190,2008-02-08
Album_2191,Artist_2191,2007-05-04
Album_2192,Artist_2192,2016-05-08
Album_2193,Artist_2193,2012-04-22
Album_2194,Artist_2194,2008-11-13
Album_2195,Artist_2195,2023-12-18
